title,author,subject,additional_subjects,first_publish_year,cover_id,cover_url,edition_count,ratings_average,ratings_count,key
Simon the Coldheart (Beauvallet Dynasty #1),Georgette Heyer,Romance,"Fiction, Man-woman relationships, Knights and knighthood, History, Fiction in English",1925,6920126,https://covers.openlibrary.org/b/id/6920126-L.jpg,35,,0,/works/OL4092651W
Rachel Ray,Anthony Trollope,Romance,"Fiction, England, Social life and customs, Man-woman relationships, Devon",1863,8244499,https://covers.openlibrary.org/b/id/8244499-L.jpg,35,,0,/works/OL109861W
Carolina Moon,Nora Roberts,Romance,"Murder, Open Library Staff Picks, Bereavement, Murder victims' families, Young women",2000,1818530,https://covers.openlibrary.org/b/id/1818530-L.jpg,34,,0,/works/OL111631W
Beauvallet (Beauvallet Dynasty #2),Georgette Heyer,Romance,"Fiction, Historical, Pirates, Nobility, Romance",1930,6920952,https://covers.openlibrary.org/b/id/6920952-L.jpg,34,,0,/works/OL4092646W
The Harvester,Gene Stratton-Porter,Romance,"Christian Life, Gene Stratton-Porter, History, Historical, Fiction",1911,4115711,https://covers.openlibrary.org/b/id/4115711-L.jpg,34,,0,/works/OL42383W
A Court of Thorns and Roses,Sarah J. Maas,Romance,"Fantasy, Love, Blessing and cursing, Fairies, Children's audiobooks",2013,8738585,https://covers.openlibrary.org/b/id/8738585-L.jpg,34,,0,/works/OL17352669W
Memorial de Aires (Classicos Da Literatura Brasileira),"Joaquim Maria Machado de Assis, John Temple Graves",Romance,"Fiction, general, Language and languages, study and teaching, Brazil in fiction, Fiction, Brazil, fiction",1908,2664649,https://covers.openlibrary.org/b/id/2664649-L.jpg,33,,0,/works/OL1003053W
Hidden Riches,Nora Roberts,Romance,"Love stories, American, Suspense fiction, Open Library Staff Picks, Contemporary, Antiques",1994,3202659,https://covers.openlibrary.org/b/id/3202659-L.jpg,33,,0,/works/OL111482W
High Noon,Nora Roberts,Romance,"Open Library Staff Picks, Hostage negotiations, Fiction, Romance, Suspense",2007,5372465,https://covers.openlibrary.org/b/id/5372465-L.jpg,32,,0,/works/OL111628W
Lipstick Jungle,Candace Bushnell,Romance,"Women, Fiction, Female friendship, Man-woman relationships, Mujeres",1753,12726447,https://covers.openlibrary.org/b/id/12726447-L.jpg,32,,0,/works/OL2663524W
"204 Rosewood Lane (Cedar Cove, Book 2)","Debbie Macomber, Sandra Burr",Romance,"Fiction, Romance, City and town life, Contemporary Romance, Women",2002,771674,https://covers.openlibrary.org/b/id/771674-L.jpg,32,,0,/works/OL1911337W
The Agony Column,Earl Derr Biggers,Romance,"Charlie Chan (Fictitious character), Classic Literature, Fiction, Letters, Police",1916,5735203,https://covers.openlibrary.org/b/id/5735203-L.jpg,31,,0,/works/OL6438828W
Susannah's Garden,"Debbie Macomber, Laural Merlington",Romance,"Middle-aged women, Families, Fiction, Fiction, family life, Washington (state), fiction",2006,531936,https://covers.openlibrary.org/b/id/531936-L.jpg,31,,0,/works/OL1911502W
Wuthering Heights and Agnes Grey,"Emily Brontë, Anne Brontë",Romance,"British and irish fiction (fictional works by one author), Chang pian xiao shuo, Children's fiction, Classic fiction, Classic Literature",1870,14418166,https://covers.openlibrary.org/b/id/14418166-L.jpg,31,,0,/works/OL17392581W
The divide,Nicholas Evans,Romance,"Ecoterrorism, Western stories, Psychological aspects, Fiction, Broken homes",2005,14621188,https://covers.openlibrary.org/b/id/14621188-L.jpg,31,,0,/works/OL1850338W
Bend sinister,Vladimir Nabokov,Romance,"Fiction in English, Philosophers, Dictators, Dictatorship, Fiction",1947,419952,https://covers.openlibrary.org/b/id/419952-L.jpg,31,,0,/works/OL627072W
Born in Ice,Nora Roberts,Romance,"Man-woman relationships, Bed and breakfast accommodations, Open Library Staff Picks, Born Concannon, Contemporary",1995,6975928,https://covers.openlibrary.org/b/id/6975928-L.jpg,31,,0,/works/OL111604W
Novels (Emma / Lady Susan / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,Romance,"British and irish fiction (fictional works by one author), Brothers and sisters, Children's fiction, Courtship, Drama",1966,9277892,https://covers.openlibrary.org/b/id/9277892-L.jpg,31,,0,/works/OL66542W
Claim Me Hard,Vanessa Vale,Romance,"Serie:Bridgewater_County, Romance, Erotica, Fiction, romance, general",2017,12019620,https://covers.openlibrary.org/b/id/12019620-L.jpg,30,,0,/works/OL25378255W
Heaven and Earth,Nora Roberts,Romance,"Fiction, romance, Parapsychology, Paranormal fiction, Policewomen",2001,319246,https://covers.openlibrary.org/b/id/319246-L.jpg,30,,0,/works/OL111570W
Safe harbour,Danielle Steel,Romance,"Literature, Children and adults, Girls, Fiction, Romance",2003,240011,https://covers.openlibrary.org/b/id/240011-L.jpg,30,,0,/works/OL19748W
16 Lighthouse Road,"Debbie Macomber, Sandra Burr",Romance,"Washington (state), fiction, Fiction, romance, contemporary, Romance, Open Library Staff Picks, Fiction",2001,4691614,https://covers.openlibrary.org/b/id/4691614-L.jpg,30,,0,/works/OL1911536W
The Nonesuch,Georgette Heyer,Romance,"Open Library Staff Picks, Fiction, Romance, Historical Fiction, Fiction, romance",1962,221924,https://covers.openlibrary.org/b/id/221924-L.jpg,30,,0,/works/OL4092578W
Inner Harbor,Nora Roberts,Romance,"Domestic fiction, Brothers, Romance, Chesapeake Bay Saga, Contemporary Romance",1998,3202516,https://covers.openlibrary.org/b/id/3202516-L.jpg,30,,0,/works/OL111440W
Patchwork Planet,Anne Tyler,Romance,"Fiction, Literature, Fiction, general, Conduct of life, Men",1998,71340,https://covers.openlibrary.org/b/id/71340-L.jpg,30,,0,/works/OL28282W
Love Story,Erich Segal,Romance,"College students, Difference (Psychology), Fathers and sons, Fiction, Fiction in English",1970,5004689,https://covers.openlibrary.org/b/id/5004689-L.jpg,30,,0,/works/OL2656058W
Take Me Fast,Vanessa Vale,Romance,"Fiction, romance, general, Serie:Bridgewater_County, Romance, Erotica",2018,12084599,https://covers.openlibrary.org/b/id/12084599-L.jpg,29,,0,/works/OL25421563W
Serrez-Moi Fort,Vanessa Vale,Romance,"Serie:Bridgewater_County, Romance, Erotica",2017,12039263,https://covers.openlibrary.org/b/id/12039263-L.jpg,29,,0,/works/OL25419834W
Kiss Me Crazy,Vanessa Vale,Romance,"Fiction, romance, general, Serie:Bridgewater_County, Romance, Erotica",2017,11277426,https://covers.openlibrary.org/b/id/11277426-L.jpg,29,,0,/works/OL25426218W
True Betrayals,Nora Roberts,Romance,"1990s, Contemporary, Romance, Suspense, Fiction",1995,3886218,https://covers.openlibrary.org/b/id/3886218-L.jpg,29,,0,/works/OL111635W
Autobiographie de ma mère,"Jamaica Kincaid, Dominique Peters, Carme Geronès",Romance,"Fiction, Women, Weibliche Schwarze, Belletristische Darstellung, Widowers",1996,3103690,https://covers.openlibrary.org/b/id/3103690-L.jpg,29,,0,/works/OL2664665W
Back on Blossom Street,Debbie Macomber,Romance,"Relationship Novel, nyt:paperback_advice=2001-07-22, Fiction, Romance, New York Times bestseller",2007,2815386,https://covers.openlibrary.org/b/id/2815386-L.jpg,29,,0,/works/OL1911629W
Leap of Faith,Danielle Steel,Romance,"Americans, Castles, Deception, Fiction, Literature",2001,371493,https://covers.openlibrary.org/b/id/371493-L.jpg,29,,0,/works/OL19600W
Giant's bread,Agatha Christie,Romance,"Composers, Fiction, romance, English literature, Fiction, mystery & detective, general",1929,6623710,https://covers.openlibrary.org/b/id/6623710-L.jpg,29,,0,/works/OL472100W
Novels (Pride and Prejudice / Sense and Sensibility),Jane Austen,Romance,"British and irish fiction (fictional works by one author), Brothers and sisters, Children's fiction, Courtship, Drama",1949,12728748,https://covers.openlibrary.org/b/id/12728748-L.jpg,28,,0,/works/OL66597W
Make Me Yours,Vanessa Vale,Romance,"Serie:Bridgewater_County, Romance, Erotica, Fiction, romance, general",2017,11570200,https://covers.openlibrary.org/b/id/11570200-L.jpg,28,,0,/works/OL24803774W
Angels Fall,Nora Roberts,Romance,"Open Library Staff Picks, Fiction, Romance, Romantic suspense fiction, Suspense fiction",2006,1397491,https://covers.openlibrary.org/b/id/1397491-L.jpg,28,,0,/works/OL111630W
Dance of the Gods,Nora Roberts,Romance,"Vampires, Fiction, Romance, Occult fiction, Time travel",2006,319516,https://covers.openlibrary.org/b/id/319516-L.jpg,28,,0,/works/OL111623W
Dark Witch,Nora Roberts,Romance,"Americans in Ireland - Fiction, Supernatural stories, Family relations - Fiction, Love stories, Spells and charms - Fiction",2013,7621299,https://covers.openlibrary.org/b/id/7621299-L.jpg,28,,0,/works/OL17116778W
A paixão segundo G.H.,Clarice Lispector,Romance,"Romance, Fiction, Brazil, Rio de Janeiro, Fiction, general",1964,4141933,https://covers.openlibrary.org/b/id/4141933-L.jpg,28,,0,/works/OL1002138W
Sir Loin Of Beef,Vanessa Vale,Romance,"Serie:Grade-A_Beefcakes, Romance, Erotica",2017,11604929,https://covers.openlibrary.org/b/id/11604929-L.jpg,27,,0,/works/OL24817785W
Mountain Delights,Vanessa Vale,Romance,"Serie:Wild_Mountain_Men, Romance, Erotica, small town romance, murder mystery",2019,12084842,https://covers.openlibrary.org/b/id/12084842-L.jpg,27,,0,/works/OL25427495W
Blood Brothers,Nora Roberts,Romance,"Love stories, American, Spiritual warfare, Investigative reporting, Blessing and cursing, Fiction",1982,7246357,https://covers.openlibrary.org/b/id/7246357-L.jpg,27,,0,/works/OL111595W
The Hunger Games Trilogy (Hunger Games / Catching Fire / Mockingjay),"Suzanne Collins, Carolyn McCormick",Romance,"Romance, Drama, Young adult fiction, Television game shows, Dystopian",2010,12878880,https://covers.openlibrary.org/b/id/12878880-L.jpg,27,,0,/works/OL15518787W
Emma's secret,Barbara Taylor Bradford,Romance,"Fiction, Terminally ill, Inheritance and succession, Grandparent and child, Family-owned business enterprises",2003,1957559,https://covers.openlibrary.org/b/id/1957559-L.jpg,27,,0,/works/OL14860335W
El amante japonés,Isabel Allende,Romance,"San francisco (calif.), fiction, World war, 1939-1945, fiction, Japanese americans, fiction, Fiction, romance, historical, Fiction, romance, historical, general",2000,7435439,https://covers.openlibrary.org/b/id/7435439-L.jpg,27,,0,/works/OL17357601W
Heir of Fire,Sarah J. Maas,Romance,"Magic, YA, High Fantasy, Fiction, Romance",2014,9318480,https://covers.openlibrary.org/b/id/9318480-L.jpg,27,,0,/works/OL17367560W
Mountain Darkness,Vanessa Vale,Romance,"Serie:Wild_Mountain_Men, Romance, Erotica, small town romance, murder mystery",2019,10620744,https://covers.openlibrary.org/b/id/10620744-L.jpg,26,,0,/works/OL25450047W
Black Sheep,Georgette Heyer,Romance,"1960s, Historical, History, Fiction, Romance",1966,4963234,https://covers.openlibrary.org/b/id/4963234-L.jpg,26,,0,/works/OL4092653W
Johnny Angel,Danielle Steel,Romance,"Fiction, Mothers and sons, Death, Sons, Literature",2002,467549,https://covers.openlibrary.org/b/id/467549-L.jpg,26,,0,/works/OL19592W
Ceremony in Death,Nora Roberts,Romance,"Fiction, Policewomen, Eve Dallas (Fictitious character), Women detectives, Detective and mystery stories",1997,3111486,https://covers.openlibrary.org/b/id/3111486-L.jpg,26,,0,/works/OL445930W
The Crush,Sandra Brown,Romance,"Open Library Staff Picks, Suspense fiction, Fiction, Women physicians, Romantic suspense fiction",2002,9619436,https://covers.openlibrary.org/b/id/9619436-L.jpg,26,,0,/works/OL167333W
The One (The Selection #3),Kiera Cass,Romance,"Science Fiction, Young adult fiction, Dystopian Fiction, romance, Children's fiction",2012,7284881,https://covers.openlibrary.org/b/id/7284881-L.jpg,26,,0,/works/OL16925622W
Vampire Academy,"Richelle Mead, Richelle Mead",Romance,"Kings, queens, rulers, etc. in fiction, Magic, Vampires, Social classes in fiction, Juvenile fiction",2007,10136600,https://covers.openlibrary.org/b/id/10136600-L.jpg,26,,0,/works/OL8488892W
All the Bright Places,Jennifer Niven,Romance,"Suicide, Friendship, Emotional problems, Fiction, Children's fiction",2014,14559665,https://covers.openlibrary.org/b/id/14559665-L.jpg,26,,0,/works/OL17323489W
Turtle Moon,Alice Hoffman,Romance,"Fiction, Suspense fiction, Didactic fiction, Romance, Fiction, general",1992,14809829,https://covers.openlibrary.org/b/id/14809829-L.jpg,25,,0,/works/OL48924W
Grievous Sin,Faye Kellerman,Romance,"Roman, Fiction, Police in fiction, Police, Police spouses",1993,290202,https://covers.openlibrary.org/b/id/290202-L.jpg,25,,0,/works/OL462950W
Hitched,Vanessa Vale,Romance,"Serie:Steele_Ranch, Romance, Erotica",2018,13948774,https://covers.openlibrary.org/b/id/13948774-L.jpg,25,,0,/works/OL25422668W
Spurred - Die Sporen Geben,Vanessa Vale,Romance,"Serie:Steele_Ranch, Romance, Erotica, Fiction, romance, general",2017,12296476,https://covers.openlibrary.org/b/id/12296476-L.jpg,25,,0,/works/OL25422935W
T-Bone,Vanessa Vale,Romance,"Serie:Grade-A_Beefcakes, Romance, Erotica",2017,12501130,https://covers.openlibrary.org/b/id/12501130-L.jpg,25,,0,/works/OL25419173W
Lassoed,Vanessa Vale,Romance,"Serie:Steele_Ranch, Romance, Erotica",2018,11360400,https://covers.openlibrary.org/b/id/11360400-L.jpg,25,,0,/works/OL25425779W
"Madam, Will You Talk?",Mary Stewart,Romance,"Fiction, historical, general, Fiction, suspense, France, fiction, Widows, Fiction",1954,21768,https://covers.openlibrary.org/b/id/21768-L.jpg,25,,0,/works/OL213269W
The Sheik,E. M. Hull,Romance,"collectionID:Gbodice_ripper, collectionID:Sleazy_pulp, British, Classic Literature, Fiction",1919,8260383,https://covers.openlibrary.org/b/id/8260383-L.jpg,25,,0,/works/OL6101936W
"Everything, Everything","Nicola Yoon, Eric Chevreau (Traduction)",Romance,"Chronically ill children, Parent and teenager, Love, Racially mixed people, First loves",2015,8140499,https://covers.openlibrary.org/b/id/8140499-L.jpg,25,,0,/works/OL17843967W
First love,"James Patterson, Emily Raymond",Romance,"Runaway teenagers, Conduct of life, Cancer, Juvenile fiction, Fiction",2013,7387036,https://covers.openlibrary.org/b/id/7387036-L.jpg,25,,0,/works/OL17308058W
A Breath of Snow and Ashes,Diana Gabaldon,Romance,"Open Library Staff Picks, Fantasy fiction, Fiction, Historical Fiction, Time travel",1992,239469,https://covers.openlibrary.org/b/id/239469-L.jpg,25,,0,/works/OL3261142W
Empire of Storms,Sarah J. Maas,Romance,"Magic, YA, Quest, High Fantasy, Fiction",2016,14349313,https://covers.openlibrary.org/b/id/14349313-L.jpg,25,,0,/works/OL17625829W
Kristin Lavransdatter III,Sigrid Undset,Romance,"Fiction, Continental european fiction (fictional works by one author), Fiction, historical, Classic Literature, Literature",1922,107779,https://covers.openlibrary.org/b/id/107779-L.jpg,25,,0,/works/OL69220W
The Claiming of Sleeping Beauty,Anne Rice,Romance,"tributes, Fiction, romance, erotica, Adaptations",1983,8401484,https://covers.openlibrary.org/b/id/8401484-L.jpg,25,,0,/works/OL77834W
Mountain Desire,Vanessa Vale,Romance,"Serie:Wild_Mountain_Men, Romance, Erotica, small town romance, murder mystery",2020,11757141,https://covers.openlibrary.org/b/id/11757141-L.jpg,24,,0,/works/OL24868470W
Tangled,Vanessa Vale,Romance,"Serie:Steele_Ranch, Romance, Erotica",2018,15109106,https://covers.openlibrary.org/b/id/15109106-L.jpg,24,,0,/works/OL25421287W
Wrangled,Vanessa Vale,Romance,"Serie:Steele_Ranch, Romance, Erotica",2018,15109145,https://covers.openlibrary.org/b/id/15109145-L.jpg,24,,0,/works/OL25422472W
The Secret Life of CeeCee Wilkes,Diane Chamberlain,Romance,"Kidnapping, Murder, Fiction, Suspense fiction, Kidnapping in fiction",2006,8373651,https://covers.openlibrary.org/b/id/8373651-L.jpg,24,,0,/works/OL2571782W
Sweet Revenge,Nora Roberts,Romance,"Love stories, American, 1980s, Suspense, Contemporary, Fiction",1988,3201866,https://covers.openlibrary.org/b/id/3201866-L.jpg,24,,0,/works/OL111438W
Northern Lights,Nora Roberts,Romance,"Love stories, American, Police, Open Library Staff Picks, Fiction, Women air pilots",2004,7246426,https://covers.openlibrary.org/b/id/7246426-L.jpg,24,,0,/works/OL111464W
Second generation,Howard Fast,Romance,"Fiction, French Americans, Italian Americans, Rich people, Fiction in English",1978,476507,https://covers.openlibrary.org/b/id/476507-L.jpg,24,,0,/works/OL1067068W
Whispering Rock,Robyn Carr,Romance,"Public prosecutors in fiction, Police in fiction, Police, Fiction, Romance",2007,14543633,https://covers.openlibrary.org/b/id/14543633-L.jpg,24,,0,/works/OL4279467W
Born in Death,Nora Roberts,Romance,"Women detectives, Detective and mystery stories, Police, Eve Dallas (Fictitious character), Policewomen",2006,259303,https://covers.openlibrary.org/b/id/259303-L.jpg,24,,0,/works/OL551561W
Shadow souls,Lisa Jane Smith,Romance,"Fiction, Brothers, Interpersonal relations, Supernatural, Vampires",2010,6425948,https://covers.openlibrary.org/b/id/6425948-L.jpg,24,,0,/works/OL14982396W
Normal People,Sally Rooney,Romance,"sex, romance, contemporary, Dublin (ireland), fiction",2018,8794265,https://covers.openlibrary.org/b/id/8794265-L.jpg,24,,0,/works/OL20150260W
Lost Souls,"Lisa Jackson, Joyce Bean",Romance,"Rick Bentz (Fictitious character), Cults, Serial murders, Reuben Montoya (Fictitious character), Crimes against",2008,2815463,https://covers.openlibrary.org/b/id/2815463-L.jpg,23,,0,/works/OL5683346W
Skylight Confessions,Alice Hoffman,Romance,"Life change events, Architects, Fiction, Romance, Spouses",2007,14810310,https://covers.openlibrary.org/b/id/14810310-L.jpg,23,,0,/works/OL48933W
"The raiders, being some passages in the life of John Faa, Lord and Earl of Little Egypt","Samuel Rutherford Crockett, Neil Campbell",Romance,"Scotland, history, adventure, romance, Galloway",1893,5657141,https://covers.openlibrary.org/b/id/5657141-L.jpg,23,,0,/works/OL241578W
Skirt Steak,Vanessa Vale,Romance,"Serie:Grade-A_Beefcakes, Romance, Erotica",2019,11320100,https://covers.openlibrary.org/b/id/11320100-L.jpg,23,,0,/works/OL25419549W
Tri-Tip,Vanessa Vale,Romance,"Serie:Grade-A_Beefcakes, Romance, Erotica, Fiction, romance, general",2018,11728384,https://covers.openlibrary.org/b/id/11728384-L.jpg,23,,0,/works/OL25425565W
Private Scandals,Nora Roberts,Romance,"Love stories, American, 1990s, Contemporary, Romance, Suspense",1993,3202870,https://covers.openlibrary.org/b/id/3202870-L.jpg,23,,0,/works/OL111478W
Shōgun,James Clavell,Romance,"Fiction, Historical fiction, History, Spanish language books, Fiction in English",1975,2394441,https://covers.openlibrary.org/b/id/2394441-L.jpg,23,,0,/works/OL2918756W
"Green Dolphin Country; or, Green Dolphin Street",Elizabeth Goudge,Romance,"1940s, Fiction, Historical, Love Triagle, Romance",1944,8895379,https://covers.openlibrary.org/b/id/8895379-L.jpg,23,,0,/works/OL535185W
Novels (Agnes Grey / Jane Eyre / Wuthering Heights),"Anne Brontë, Charlotte Brontë, Emily Brontë, Bronte, C, E, And A,",Romance,"British and irish fiction (fictional works by one author), Chang pian xiao shuo, Children's fiction, Classic fiction, Classic Literature",1947,14421819,https://covers.openlibrary.org/b/id/14421819-L.jpg,23,,0,/works/OL1095411W
Divine Evil,Nora Roberts,Romance,"Love stories, American, Death, Women sculptors, Open Library Staff Picks, Fathers",1992,3203129,https://covers.openlibrary.org/b/id/3203129-L.jpg,23,,0,/works/OL111430W
Waiting,"Ha Jin, Ha Jin",Romance,"Fiction, Physicians, Married people, Triangles (Interpersonal relations), China",1998,12728282,https://covers.openlibrary.org/b/id/12728282-L.jpg,23,,0,/works/OL14557W
After You,"Jojo Moyes, Yujia He",Romance,"Man-woman relationships, Families, Contemporary women, Family life, Emotions",2014,8118938,https://covers.openlibrary.org/b/id/8118938-L.jpg,23,,0,/works/OL17364681W
Nightfall,Lisa Jane Smith,Romance,"Fiction, Interpersonal relations, Supernatural, Vampires, Horror",2005,7117271,https://covers.openlibrary.org/b/id/7117271-L.jpg,23,,0,/works/OL4444217W
Summer (Sunrise),Karen Kingsbury,Romance,"Fiction, Summer, Celebrities in fiction, Summer in fiction, Celebrities",2007,1819137,https://covers.openlibrary.org/b/id/1819137-L.jpg,22,,0,/works/OL94312W
"Someday (Sunrise Series-Baxter 3, Book 3)",Karen Kingsbury,Romance,"Romance, Drama, Fiction, Families, Family",2008,2815748,https://covers.openlibrary.org/b/id/2815748-L.jpg,22,,0,/works/OL94298W
Porterhouse,Vanessa Vale,Romance,"Serie:Grade-A_Beefcakes, Romance, Erotica",2019,15109170,https://covers.openlibrary.org/b/id/15109170-L.jpg,22,,0,/works/OL25422743W
Three Fates,Nora Roberts,Romance,"Open Library Staff Picks, Statues, Brothers and sisters, Silver figurines, Fiction",2002,4288494,https://covers.openlibrary.org/b/id/4288494-L.jpg,22,,0,/works/OL111582W
The Spring of the Tiger,Victoria Holt,Romance,"Actresses, Murder, Sarah Ashington (Fictitious character), Insanity (Law), Revenge",1979,4398826,https://covers.openlibrary.org/b/id/4398826-L.jpg,22,,0,/works/OL3931415W
44 Cranberry Point,Debbie Macomber,Romance,"North carolina, fiction, Fiction, romance, general, Open Library Staff Picks, Fiction, Romance",2004,531899,https://covers.openlibrary.org/b/id/531899-L.jpg,22,,0,/works/OL1911540W
Kate Hannigan,Catherine Cookson,Romance,"Catherine Cookson, Fiction, British, Victorian, Literature",1950,9323748,https://covers.openlibrary.org/b/id/9323748-L.jpg,22,,0,/works/OL48538W
Cross My Heart,Carly Phillips,Romance,"Runaway teenagers, Absence and presumption of death, Romantic Suspense, Uncles, Orphans",2006,1998996,https://covers.openlibrary.org/b/id/1998996-L.jpg,22,,0,/works/OL5682913W
The Sun is Also a Star,"Nicola Yoon, KARINE SUHARD - GUIE",Romance,"Deportation, Social Issues, YOUNG ADULT FICTION, Immigrants, Fiction",2016,8352503,https://covers.openlibrary.org/b/id/8352503-L.jpg,22,,0,/works/OL18199565W
The Pregnant Widow,Martin Amis,Romance,"Fiction, College students, British, Memory, Sexual behavior",2010,6684648,https://covers.openlibrary.org/b/id/6684648-L.jpg,22,,0,/works/OL14923565W
To All the Boys I've Loved Before,Jenny Han,Romance,"Scandals, Love, Teenage girls, Juvenile fiction, Fiction",2014,7370711,https://covers.openlibrary.org/b/id/7370711-L.jpg,22,,0,/works/OL17203233W
The fifteen streets,Catherine Cookson,Romance,"Fiction in English, Social classes, Romance, Fiction, Large type books",1952,8310209,https://covers.openlibrary.org/b/id/8310209-L.jpg,21,,0,/works/OL48534W
Snowfall at Willow Lake,"Susan Childress, Joyce Bean",Romance,"Small cities in fiction, Veterinarians in fiction, Open Library Staff Picks, Fiction, Romance",2008,2815929,https://covers.openlibrary.org/b/id/2815929-L.jpg,21,,0,/works/OL4778051W
Des bleus a l'âme,Françoise Sagan,Romance,"French fiction, LITERATURA FRANCESA, ROMANCE, Translations into Russian, Continental european fiction (fictional works by one author)",1972,4510499,https://covers.openlibrary.org/b/id/4510499-L.jpg,21,,0,/works/OL584253W
Shelter Mountain,Robyn Carr,Romance,"Fiction, Abusive men, Contemporary Romance, Romance, Fiction, romance, contemporary",2007,6562239,https://covers.openlibrary.org/b/id/6562239-L.jpg,21,,0,/works/OL4279459W
Exit to Eden,Anne Rice,Romance,"love story, bdsm, romance, Erotic stories, Fiction, erotica",1985,6982156,https://covers.openlibrary.org/b/id/6982156-L.jpg,21,,0,/works/OL5366345W
Holy Orders,Marie Corelli,Romance,"Holy Orders, Marie Corelli, Grossett & Dunlap, Victorian era, 1908",1908,5701708,https://covers.openlibrary.org/b/id/5701708-L.jpg,21,,0,/works/OL1487972W
American wives and English husbands,Gertrude Atherton,Romance,"England, English aristocracy, Romance, Fiction",1898,5765082,https://covers.openlibrary.org/b/id/5765082-L.jpg,21,,0,/works/OL1797267W
The Man From Stone Creek,"Linda Lael Miller, Buck Schirner",Romance,"Man-woman relationships, Arizona Rangers, Fiction, Romance, Teachers",2006,221067,https://covers.openlibrary.org/b/id/221067-L.jpg,21,,0,/works/OL28006W
Crescendo,"Becca Fitzpatrick, Becca Fritzpatrick",Romance,"Fathers and daughters, Supernatural, Dating (Social customs), Secrets, Good and evil",2009,6671379,https://covers.openlibrary.org/b/id/6671379-L.jpg,21,,0,/works/OL15473057W
Crazy Rich Asians,Kevin Kwan,Romance,"Rich people, Fiancées, Americans, Social conflict, Fiancés",2013,8251889,https://covers.openlibrary.org/b/id/8251889-L.jpg,21,,0,/works/OL17924837W
Holding Up the Universe,Jennifer Niven,Romance,"Prosopagnosia, Brain, Man-woman relationships, Juvenile fiction, Obesity",2016,9325117,https://covers.openlibrary.org/b/id/9325117-L.jpg,21,,0,/works/OL20037217W
The Mighty Quinns,Kate Hoffmann,Romance,"Fiction, Romance, Contemporary"", Passion, fiction, Photographers fiction",2001,6419584,https://covers.openlibrary.org/b/id/6419584-L.jpg,20,,0,/works/OL5695043W
"Literatura Nazi En America, La","Roberto Bolaño, Roberto Bolaano",Romance,"Fiction, Nazi literature, Authors, Authors, fiction, Fiction, general",1996,8347875,https://covers.openlibrary.org/b/id/8347875-L.jpg,20,,0,/works/OL9109240W
Rose,Vanessa Vale,Romance,"Fiction, romance, general, Serie:Lenox_Ranch_Cowboys, Romance, Erotica, Westerns",2015,15107597,https://covers.openlibrary.org/b/id/15107597-L.jpg,20,,0,/works/OL25422786W
The Hollow,Nora Roberts,Romance,"Spiritual warfare, Blessing and cursing, Fiction, Suspense, Telepathy",2008,6375236,https://covers.openlibrary.org/b/id/6375236-L.jpg,20,,0,/works/OL111508W
Come Sundown,Nora Roberts,Romance,"Murder, Investigation, Family-owned business enterprises, Missing persons, Secrecy",1998,8840947,https://covers.openlibrary.org/b/id/8840947-L.jpg,20,,0,/works/OL20053636W
"Red, White & Royal Blue",Casey McQuiston,Romance,"Fiction, gay, Fiction, romance, contemporary, Fiction, humorous, Gay men, fiction, Presidents, united states, fiction",2019,9171544,https://covers.openlibrary.org/b/id/9171544-L.jpg,20,,0,/works/OL20090688W
"The Long Way to a Small, Angry Planet",Becky Chambers,Romance,"Fiction, Science fiction, Extraterrestrial beings, Interplanetary voyages, Fiction, science fiction, general",2014,8902659,https://covers.openlibrary.org/b/id/8902659-L.jpg,20,,0,/works/OL17716925W
A Virgin River Christmas,Robyn Carr,Romance,"Fiction, Veterans, War widows, War, Psychological aspects of War",2008,14543659,https://covers.openlibrary.org/b/id/14543659-L.jpg,20,,0,/works/OL4279480W
Queen of Shadows,Sarah J. Maas,Romance,"Magic, YA, High Fantasy, Fiction, Romance",2015,7994583,https://covers.openlibrary.org/b/id/7994583-L.jpg,20,,0,/works/OL17718538W
Sólo una muerte en Lisboa,Robert Wilson,Romance,"Police, Fiction, Romance, New York Times reviewed, Fiction, mystery & detective, police procedural",1999,2271776,https://covers.openlibrary.org/b/id/2271776-L.jpg,20,,0,/works/OL5133718W
Paradise Valley,Robyn Carr,Romance,"Fiction, City and town life in fiction, Veterans, City and town life, Man-woman relationships",2009,14543677,https://covers.openlibrary.org/b/id/14543677-L.jpg,20,,0,/works/OL4279476W
Broken,Megan Hart,Romance,"Erotic Fiction, Fiction, Romance, Man-woman relationships, Fiction, romance, general",2007,1187026,https://covers.openlibrary.org/b/id/1187026-L.jpg,19,,0,/works/OL8030156W
Penny Plain,O. Douglas,Romance,"life, conscience, brothers, Scottish Borders, romance",1920,1846397,https://covers.openlibrary.org/b/id/1846397-L.jpg,19,,0,/works/OL7542160W
Ride Me Dirty,Vanessa Vale,Romance,"Serie:Bridgewater_County, Romance, Erotica",2017,13800451,https://covers.openlibrary.org/b/id/13800451-L.jpg,19,,0,/works/OL25421248W
Mountain Danger,Vanessa Vale,Romance,"Serie:Wild_Mountain_Men, Romance, Erotica, small town romance, murder mystery",2020,15109653,https://covers.openlibrary.org/b/id/15109653-L.jpg,19,,0,/works/OL25421620W
